line	reasons
nguyễn thái bình - hòa minh - liên chiểu - đà nẵng	1:gach_noi_giua_cap
đường hùng vương, cam ranh	4:duoi_32_ky_tu
281/ 2/ 44 bình lợi - bình thạnh - hồ chí minh	1:gach_noi_giua_cap
tạo lực 5 bến cát, bình dương	4:duoi_32_ky_tu
đường 10 - cái răng cần thơ	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
nguyễn văn thoại sơn trà	4:duoi_32_ky_tu
từ đạo hạnh thanh hóa	4:duoi_32_ky_tu
Đường Đằng Hải	4:duoi_32_ky_tu
nguyễn khuyến đà lạt	4:duoi_32_ky_tu
PCC1 Complex Hà Đông - Hà Nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án kdt vinh hoàng - hoàng văn thụ - hoàng mai hà nội	1:gach_noi_giua_cap
nguyễn quảng lâm đà nẵng	4:duoi_32_ky_tu
bình thung bình dương	4:duoi_32_ky_tu
nguyễn hữu tri bến lức, long an	4:duoi_32_ky_tu
trường lâm long biên	4:duoi_32_ky_tu
đường quốc lộ 91 - mỹ thạnh long xuyên	1:gach_noi_giua_cap
đường liên xã, ea kar, đắk lắk	4:duoi_32_ky_tu
bửu long quận 10 tp hồ chí minh	4:duoi_32_ky_tu
đào duy anh - phú nhuận	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường lê trực ba đình hà nội	4:duoi_32_ky_tu
khu dân cu tân bình đường mỹ phước tân vạn dĩ an	0:thieu_dau_sai_chinh_ta[dân cu]
hẻm 888 phường 11 vũng tàu	4:duoi_32_ky_tu
đường huỳnh ngọc huệ thanh khê - đà nẵng	1:gach_noi_giua_cap
nguyễn văn công - gò vấp	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
ma lộ bình tân hồ chí minh	4:duoi_32_ky_tu
hưng phước, quận 7 hồ chí minh	4:duoi_32_ky_tu
đt 768 thạnh phú - vĩnh cửu	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Nhân Hoà 8 - Cẩm Lệ - Đà Nẵng	1:gach_noi_giua_cap
số 12 ngõ 51 Nguyễn Thị Đinh	4:duoi_32_ky_tu
513 nguyễn oanh	4:duoi_32_ky_tu
đường yên thuận cái răng	4:duoi_32_ky_tu
Vinhomes Green Bay - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án kđt cao xanh - hà khánh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
hương lộ 10 bến lức	4:duoi_32_ky_tu
đường hương lộ 15	4:duoi_32_ky_tu
đường lương khải siêu	4:duoi_32_ky_tu
quang tiến đồng nai	4:duoi_32_ky_tu
Đường Gò Cây Sung, Khánh Hòa	4:duoi_32_ky_tu
4 38 ngõ 39 đại đồng, hoàng mai	4:duoi_32_ky_tu
Đường 11 Phường Hưng Phú Cái Răng - Cần Thơ	1:gach_noi_giua_cap
Dự án KDC Kien A, Đường D3, Phường Phước Long B, Quận 9	0:thieu_dau_sai_chinh_ta[kien]
Đường 12 - Thủ Dầu Một Bình Dương	1:gach_noi_giua_cap
đường cầu mới - đống đa	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án vsip 1 - đường d22 - bình dương	1:gach_noi_giua_cap
tỉnh lộ 558 - hưng nguyên - nghệ an	1:gach_noi_giua_cap
đường ngọc đại - nam từ liêm - hà nội	1:gach_noi_giua_cap
đường âu cơ - -, tân phú hồ chí minh	1:gach_noi_giua_cap
76/ 3 số 7	4:duoi_32_ky_tu
xã tân dân - sóc sơn - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
501 Nơ Trang Long - Bình Thạnh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phường phú thượng - tây hồ	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
104 đường kha vạn cân - thủ đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
nguyễn hữu trí bến lức	4:duoi_32_ky_tu
Lê Đức Thọ - Nam Từ Liêm - Hà Nội	1:gach_noi_giua_cap
đường lê văn khương, thới an	4:duoi_32_ky_tu
cam ngô quyền hải phòng	4:duoi_32_ky_tu
167 nguyễn phong sac phường hưng dũng vinh	0:thieu_dau_sai_chinh_ta[sac]
căn hộ 303 b3	4:duoi_32_ky_tu
tựu liệt định công hoàng mai - hà nội	1:gach_noi_giua_cap
Suong Nguyệt Anh Bến Thành Quận 1 Hồ Chí Minh	0:thieu_dau_sai_chinh_ta[suong]
200 - đường quốc lộ 13 - thủ đức - hồ chí minh	1:gach_noi_giua_cap
xã tân túc, bình chánh	4:duoi_32_ky_tu
an gia river one phường phú thuận - quận 7 hồ chí minh	1:gach_noi_giua_cap
ma may hoàn kiếm hà nội	4:duoi_32_ky_tu
phố trần nguyên hãn - thanh hóa	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường 17 quận 8	4:duoi_32_ky_tu
trường lưu, phường long trường	4:duoi_32_ky_tu
đường lý tự trọng - quận 1	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
3e/ 2 - phổ quang - tân bình	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường võ văn kiệt - quận 8	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Tây Hồ	4:duoi_32_ky_tu
phố trung kính cầu giấy - hà nội	1:gach_noi_giua_cap
phan đăng lưu hiệp an	4:duoi_32_ky_tu
Đường Tôn Đản - Quận 4 - Hồ Chí Minh	1:gach_noi_giua_cap
quốc lộ 6a, chương mỹ, hà nội	4:duoi_32_ky_tu
vành đai - phường 7 - trà vinh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Thuy Linh, Hoàng Mai Hà Nội	0:thieu_dau_sai_chinh_ta[đường thuy]
79 nguyễn xi	4:duoi_32_ky_tu
văn cao hải châu đà nẵng	4:duoi_32_ky_tu
bàu gia thượng 1 đà nẵng	4:duoi_32_ky_tu
phố vũ ngọc phan - đống đa - hà nội	1:gach_noi_giua_cap
phạm quy thich	0:thieu_dau_sai_chinh_ta[thich] | 4:duoi_32_ky_tu
Cống Quỳnh Hồ Chí Minh	4:duoi_32_ky_tu
đường số 1 - bình tân	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Quốc Lộ 43, Thuận An	4:duoi_32_ky_tu
hoàng văn thái - quy nhơn - bình định	1:gach_noi_giua_cap
đường 38hbc. - thủ đức - hồ chí minh	1:gach_noi_giua_cap
hẻm 64 - nguyễn khoái quận 4	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án the park avenue - lý thường kiệt - phường 15 - quận 11	1:gach_noi_giua_cap
hà tri 4, hà đông, hà nội	0:thieu_dau_sai_chinh_ta[tri hà] | 4:duoi_32_ky_tu
Hòa Minh 4 Đà Nẵng	4:duoi_32_ky_tu
đường trịnh đình trọng - phường hòa thạnh - tân phú - hồ chí minh	1:gach_noi_giua_cap
đường kênh tân hóa quận 11	4:duoi_32_ky_tu
tòa nhà vinahud	4:duoi_32_ky_tu
Chien Luoc, Bình Tân	0:thieu_dau_sai_chinh_ta[chien,luoc] | 4:duoi_32_ky_tu
lạch tray lê chân	4:duoi_32_ky_tu
chơn thành golden land chơn thành, bình phước	2:trung_keyword[chơn thành]
phụng hiệp hậu giang	4:duoi_32_ky_tu
phú đức - bình long - bình phước	1:gach_noi_giua_cap
76/ 3 đường số 7	4:duoi_32_ky_tu
dự án ciputra - tây hồ - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường vũ huỳnh, đà nẵng	4:duoi_32_ky_tu
Dự án Khu dân cư Nam Long - Quận 9 - Hồ Chí Minh	1:gach_noi_giua_cap
Xã Ia Tôr ChuPRong Gia Lai	4:duoi_32_ky_tu
số 331 đê la thành - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường tân xuân 1 - hóc môn - hồ chí minh	1:gach_noi_giua_cap
Phố 36 Quận 4, Hồ Chí Minh	4:duoi_32_ky_tu
Hạ Lý	4:duoi_32_ky_tu
đường võ văn kiệt - quận 6 - hồ chí minh	1:gach_noi_giua_cap
Đường Hồ Tùng Mậu, Khánh Hòa	4:duoi_32_ky_tu
513 - Nguyễn Oanh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
thanh bình	4:duoi_32_ky_tu
Discovery Complex - Cầu Giấy - Hà Nội	1:gach_noi_giua_cap
đường cầu tri - sơn tây	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường quốc lộ 1a, cẩm xuyên	4:duoi_32_ky_tu
Đường Điện Biên Phủ Bình Thạnh - Hồ Chí Minh	1:gach_noi_giua_cap
Đường Hùng Vương, Huế	4:duoi_32_ky_tu
68/ 17a trần quang khải quận 1	4:duoi_32_ky_tu
Đường Tỉnh lộ 282 - Gia Bình - Bắc Ninh	1:gach_noi_giua_cap
phố hà trung - phường hàng bông - hoàn kiếm - hà nội	1:gach_noi_giua_cap
trung hòa cầu giấy, hà nội	4:duoi_32_ky_tu
Phố Trần Đại Nghĩa, Vĩnh Long	4:duoi_32_ky_tu
phương mai, đống đa, hà nội	4:duoi_32_ky_tu
đường việt bắc, đà nẵng	4:duoi_32_ky_tu
đường hải thượng lan ong - hội an	1:gach_noi_giua_cap
nguyễn thái bình thủ dầu một	4:duoi_32_ky_tu
quảng điền, thừa thiên huế	4:duoi_32_ky_tu
chien luoc, bình tân, hồ chí minh	0:thieu_dau_sai_chinh_ta[chien,luoc]
phố 24 thủ đức - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
kênh dương - thiên loi - lê chân - hải phòng	1:gach_noi_giua_cap
hoàng việt - tân bình	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường quốc lộ 1a - cai lậy - tiền giang	1:gach_noi_giua_cap
kdt thuong mai petro town	0:thieu_dau_sai_chinh_ta[thuong] | 3:keyword_la_toan_so | 4:duoi_32_ky_tu
ql22, lộc trát	4:duoi_32_ky_tu
Ngọc Lâm Long Biên	4:duoi_32_ky_tu
hoài đức hà nội	4:duoi_32_ky_tu
lê trọng tấn - thanh xuân - hà nội	1:gach_noi_giua_cap
đường phạm văn đồng - q. sơn trà - tp. đà nẵng	1:gach_noi_giua_cap
phố yên - thái nguyên	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Dự án Khu đô thị Geleximco - Lê Trọng Tấn, Hà Đông, Hà Nội	1:gach_noi_giua_cap
phước long spring town	4:duoi_32_ky_tu
đường 4, phường 6, quận 8	4:duoi_32_ky_tu
đường trần quang diệu tam kỳ - quảng nam	1:gach_noi_giua_cap
Viễn Đông Meridian	4:duoi_32_ky_tu
đường hồ đắc di - tân phú - hồ chí minh	1:gach_noi_giua_cap
đằng hải, hải an, hải phòng	4:duoi_32_ky_tu
19 - đường lộ giang 16 cẩm lệ - đà nẵng	1:gach_noi_giua_cap
cầu đình - long phước quận 9	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Khu đô thị quốc tế Đa Phước - Đường Nguyễn Tất Thành - Hải Châu - Đà Nẵng	1:gach_noi_giua_cap
Sơn Phong, Hội An	4:duoi_32_ky_tu
phố huỳnh khương an - gò vấp - hồ chí minh	1:gach_noi_giua_cap
dự án dat biet thu nam quang -  mỹ hưng - quận 7 - hồ chí minh	0:thieu_dau_sai_chinh_ta[dat,biet] | 1:gach_noi_giua_cap
Đường D1 - Bến Cát - Bình Dương	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
54 đường 8, quận 8	4:duoi_32_ky_tu
bình chánh, sài gòn	4:duoi_32_ky_tu
thị trấn yên châu, sơn la	4:duoi_32_ky_tu
ql1a, phường bình chiểu	4:duoi_32_ky_tu
Đường Quốc lộ 71, Thường Tín	4:duoi_32_ky_tu
đường trịnh đình trọng - tân phú	1:gach_noi_giua_cap
Dự án Hattoco Hà Đông Hà Nội	4:duoi_32_ky_tu
đường đường ton hai	2:trung_keyword[đường đường] | 4:duoi_32_ky_tu
xã vĩnh mỹ a, bạc liêu	4:duoi_32_ky_tu
đằng hải, hải an	4:duoi_32_ky_tu
Khu Du Lich Vạn Hòa Suối Tiên	0:thieu_dau_sai_chinh_ta[lich] | 4:duoi_32_ky_tu
Trần Thị Đỗ Hồ Chí Minh	4:duoi_32_ky_tu
tho thap	0:thieu_dau_sai_chinh_ta[thap] | 3:keyword_la_toan_so | 4:duoi_32_ky_tu
phố 64 quận 2 hồ chí minh	4:duoi_32_ky_tu
cao bá quát. - nha trang - khánh hòa	1:gach_noi_giua_cap
Đường Nguyễn Phúc, Thanh Hóa	4:duoi_32_ky_tu
the pride, hà đông, hà nội	4:duoi_32_ky_tu
đường truong gia mô - thừa thiên huế	0:thieu_dau_sai_chinh_ta[truong,đường truong] | 1:gach_noi_giua_cap
phố lê thanh nghị	4:duoi_32_ky_tu
nguyễn giản thanh quận 10	4:duoi_32_ky_tu
đỗ thuc tỉnh, phường 12, gò vấp, hồ chí minh	0:thieu_dau_sai_chinh_ta[thuc]
đường cầu lủ thanh xuân hà nội	4:duoi_32_ky_tu
Đường Trường Sơn - Tân Bình - Hồ Chí Minh	1:gach_noi_giua_cap
số 2 hoàng cầu đống đa, hà nội	4:duoi_32_ky_tu
Dự án Samland Building - Ung Văn Khiêm - Phường 25 - Bình Thạnh - Hồ Chí Minh	1:gach_noi_giua_cap
đường niem xã	0:thieu_dau_sai_chinh_ta[niem] | 4:duoi_32_ky_tu
khu nhà ở ciri an khánh	4:duoi_32_ky_tu
Thạnh Mỹ Lợi	4:duoi_32_ky_tu
rose garden	3:keyword_la_toan_so | 4:duoi_32_ky_tu
lê quang định	4:duoi_32_ky_tu
362/ 99 - đường nguyễn đình chiểu - phường 4 - quận 3 - hồ chí minh	1:gach_noi_giua_cap
đường miêu nha - nam từ liêm - hà nội	1:gach_noi_giua_cap
nguyễn ngọc vũ cầu giấy	4:duoi_32_ky_tu
b4 - nam thành công - đống đa - hà nội	1:gach_noi_giua_cap
Số 2 Bình Hưng Hòa B Bình Tân - Hồ Chí Minh	1:gach_noi_giua_cap
đường trường sơn, tân bình	4:duoi_32_ky_tu
hải thượng lãn ông - quảng nam	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường chùa láng - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Âu Cơ, Tân Phú	4:duoi_32_ky_tu
đường tuyên quang - phường phú thủy - phan thiết - bình thuận	1:gach_noi_giua_cap
đường 60 - quận 6	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
số 5 - thủ đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Dự án Khu dân cu The ki 21 - Quận 2 - Tp Hồ Chí Minh	0:thieu_dau_sai_chinh_ta[dân cu] | 1:gach_noi_giua_cap
xã bắc sơn sóc sơn hà nội	4:duoi_32_ky_tu
Mỹ Đình 1, Nam Từ Liêm, Hà Nội	4:duoi_32_ky_tu
đường mỗ lao, hà đông, hà nội	4:duoi_32_ky_tu
dự án chung cu vimeco i phạm hùng cầu giấy	0:thieu_dau_sai_chinh_ta[chung cu]
cầu diễn bắc từ liêm - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
hẻm 549xvnt p. 25 bình thạnh	4:duoi_32_ky_tu
179 đường hòa bình - tân phú	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án chung cư hemisco xã la - hà đông hà nội	1:gach_noi_giua_cap
đường bế văn đàn hà đông hà nội	4:duoi_32_ky_tu
xã hiệp thạnh thủ dầu một	4:duoi_32_ky_tu
Xã Ia Tôr, ChuPRong, Gia Lai	4:duoi_32_ky_tu
17 đường ụ ghe hồ chí minh	4:duoi_32_ky_tu
Uyên Hưng	4:duoi_32_ky_tu
Dự án Khu biet thu Doi Co - Lương Sơn - Hòa Bình	0:thieu_dau_sai_chinh_ta[biet] | 1:gach_noi_giua_cap
chung cu k80 a ngo 376/ 14 đường bưởi phường vĩnh phúc - quận ba đình - hà nội	0:thieu_dau_sai_chinh_ta[chung cu,a ngo,ngo đường] | 1:gach_noi_giua_cap
cầu lu, thanh xuân, hà nội	4:duoi_32_ky_tu
28 hoàng hoa thám - bắc giang	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phường vĩnh mỹ	4:duoi_32_ky_tu
võ thị sáu - vinh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường 26 - phường 4 - quận 8	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
310 đường định công hoàng mai	4:duoi_32_ky_tu
phường kim mã - vạn phúc - ba đình - hà nội	1:gach_noi_giua_cap
44/ 16/ 8 phạm văn chiêu - quận gò vấp	1:gach_noi_giua_cap
đường cát bi - hải an - hải phòng	1:gach_noi_giua_cap
lê văn sy phường 14 quận 3	4:duoi_32_ky_tu
hưng gia 2 - phú mỹ hưng quận 7 hồ chí minh	1:gach_noi_giua_cap
Đường 7, Quận 2, hồ chí minh	4:duoi_32_ky_tu
dã tượng hoàn kiếm hà nội	4:duoi_32_ky_tu
Đường Hà Trì 4, Hà Đông	4:duoi_32_ky_tu
Khu đô thị Tây Quốc Oai	4:duoi_32_ky_tu
đường lưu xuân tín - quận 5 hồ chí minh	1:gach_noi_giua_cap
123 nguyễn minh hoàng - q. tân bình - hồ chí minh	1:gach_noi_giua_cap
phan ba phien tân bình tp hồ chí minh	0:thieu_dau_sai_chinh_ta[phien]
Đường Trần Văn Xã Đồng Nai	4:duoi_32_ky_tu
Đường 19 Thủ Dầu Một - Bình Dương	1:gach_noi_giua_cap
tân lập 1	4:duoi_32_ky_tu
Đường Cầu Cốc	4:duoi_32_ky_tu
đường nguyễn bỉnh khiêm - phường 2 - bảo lộc - lâm đồng	1:gach_noi_giua_cap
15a2 - đường b3 - tân phú - hồ chí minh	1:gach_noi_giua_cap
xã hát môn	4:duoi_32_ky_tu
hậu cần bãi cháy	4:duoi_32_ky_tu
Xã Giang Điền - Đồng Nai	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
số 164 đường 284 cao lộ - quận 8 - hồ chí minh	1:gach_noi_giua_cap
đoàn hồng phước - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Dương Công Khi, Phường	4:duoi_32_ky_tu
số 90 đường gia quat - long biên - hà nội	0:thieu_dau_sai_chinh_ta[quat] | 1:gach_noi_giua_cap
đường tây nam	4:duoi_32_ky_tu
Đường Trường Chính Kiến An	4:duoi_32_ky_tu
ngõ 172 đường bắc cầu, hà nội	4:duoi_32_ky_tu
đường tô hiến thành - nam định	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
lê lợi, bắc giang	4:duoi_32_ky_tu
234/ 8/ 2d - đường lê đức thọ gò vấp - hồ chí minh	1:gach_noi_giua_cap
phố 36, trần não quận 2	4:duoi_32_ky_tu
18 - Nguyễn Hồng - Gò Vấp - hồ chí minh	1:gach_noi_giua_cap
nguyễn lân - thanh xuân hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Bencat Center Point - Bến Cát Bình Dương	1:gach_noi_giua_cap
xã bảo quang - long khánh - đồng nai	1:gach_noi_giua_cap
xã linh sơn đồng hỷ	4:duoi_32_ky_tu
KDC Bến Loi, Bắc Phan Thiết	0:thieu_dau_sai_chinh_ta[loi bắc] | 4:duoi_32_ky_tu
khu sadeco giải trí tân phong - quận 7	1:gach_noi_giua_cap
cao oc osc land	0:thieu_dau_sai_chinh_ta[oc] | 3:keyword_la_toan_so | 4:duoi_32_ky_tu
đường nguyễn danh doi thái bình	4:duoi_32_ky_tu
Đường Nguyễn Chính - Thịnh Liệt	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đồng Khởi, Quận 1Ho Chí Minh	0:thieu_dau_sai_chinh_ta[quận ho,ho chí] | 4:duoi_32_ky_tu
dự án hattoco, hà đông, hà nội	4:duoi_32_ky_tu
đường cao triều phát, quận 7	4:duoi_32_ky_tu
thị trần na hối bắc hà lào cai	4:duoi_32_ky_tu
đường đông hưng thuận 45 - hồ chí minh	1:gach_noi_giua_cap
đường lê thị riêng, quận 3	4:duoi_32_ky_tu
long biên, hà nội	4:duoi_32_ky_tu
hẻm 504 - kinh đường vuong - q. bình tân - hồ chí minh	0:thieu_dau_sai_chinh_ta[vuong,đường vuong] | 1:gach_noi_giua_cap
long biên - hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
hoàng dư khương - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Lê Trọng Tấn - Hoài Đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
hương lộ 14 cần giuộc	4:duoi_32_ky_tu
bách khoa, hà nội	4:duoi_32_ky_tu
đường an hải 20 sơn trà - đà nẵng	1:gach_noi_giua_cap
dự án phố chợ điện ngọc - điện bàn - quảng nam	1:gach_noi_giua_cap
nguyễn thiện thuật nha trang - khánh hòa	1:gach_noi_giua_cap
Tân Thành, Lương Sơn, Hòa Bình	4:duoi_32_ky_tu
Lotus Garden, Tân Phú, Sài Gòn	4:duoi_32_ky_tu
nguyễn chanh cầu giấy	4:duoi_32_ky_tu
thủy lương - thừa thiên huế	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
herman vinh nghệ an	4:duoi_32_ky_tu
tân hiệp kiến giang	4:duoi_32_ky_tu
Đường 66 Tân Uyên	4:duoi_32_ky_tu
Đường Trần Thái Tông, Lâm Đồng	4:duoi_32_ky_tu
đường trần não	4:duoi_32_ky_tu
xã thống nhất thường tín hà nội	4:duoi_32_ky_tu
đường lê dinh tam kỳ, quảng nam	4:duoi_32_ky_tu
công ty phúc an cơs37 - 3 - dự án sky garden 3 - quận 7 - tp. hồ chí minh	1:gach_noi_giua_cap
Xã Quảng Hưng - Đường Thủ Phác - Thanh Hóa	1:gach_noi_giua_cap
hà đặc phường	4:duoi_32_ky_tu
investco babylon tân thành - đường âu cơ tân phú hồ chí minh	1:gach_noi_giua_cap
số 22 - lịnh đông thủ đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường điện biên phủ - cẩm lệ	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
vườn cam vinapol đường 32 - vân canh hoài đức hà nội	1:gach_noi_giua_cap
Đường Nguyễn Đức Thieu, Đà Nẵng	4:duoi_32_ky_tu
thống nhất thái nguyên	4:duoi_32_ky_tu
Xã Thanh Hà - Hà Nam	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
tân mỹ nam từ liêm	4:duoi_32_ky_tu
đường 668	4:duoi_32_ky_tu
Ngọc Đại	4:duoi_32_ky_tu
Đường 12 Bình Chánh Hồ Chí Minh	4:duoi_32_ky_tu
hattoco, hà đông hà nội	4:duoi_32_ky_tu
Đường Bình Nhâm 82 Bình Dương	4:duoi_32_ky_tu
đường lý văn phức - quận 1 - hồ chí minh	1:gach_noi_giua_cap
đường trần quốc tuấn trà vinh	4:duoi_32_ky_tu
an dương vương - quảng ngãi	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
trung hoà nhân chính nguyễn khang - hà nội	1:gach_noi_giua_cap
Đường An Định, Hải Dương	4:duoi_32_ky_tu
xã quảng tiến trảng bom	4:duoi_32_ky_tu
triệu việt vuong - hai bà trưng - hà nội	0:thieu_dau_sai_chinh_ta[vuong] | 1:gach_noi_giua_cap
lê đức thọ gò vấp hồ chí minh	4:duoi_32_ky_tu
đường ngô thì sỹ - phường 4 đà lạt	1:gach_noi_giua_cap
Cầu Niem - Lê Chân	0:thieu_dau_sai_chinh_ta[niem] | 1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Hiệp Thành	4:duoi_32_ky_tu
hàng đồng - nam định	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Hà Huy Tập - Tân Chính - Thanh Khê Đà Nẵng	1:gach_noi_giua_cap
dự án chung cu thanh nien, bình thạnh hồ chí minh	0:thieu_dau_sai_chinh_ta[chung cu,nien]
số 71 74 hữu hưng đại mỗ	4:duoi_32_ky_tu
đồng nhân, hoài đức hà nội	4:duoi_32_ky_tu
mỹ thái 1	4:duoi_32_ky_tu
opal riverside - số 10 - phường hiệp bình chánh - thủ đức - hồ chí minh	1:gach_noi_giua_cap
Nam An Khánh	4:duoi_32_ky_tu
đường đặng nguyên cẩn - quận 6	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án khu đỗ thị an khánh - an thượng hoài đức	1:gach_noi_giua_cap
đường nguyễn trường tộ - tân phú	1:gach_noi_giua_cap
phú lộc 4 đà nẵng	4:duoi_32_ky_tu
đường bửu long - quận 10	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
cao thắng, hải phòng	4:duoi_32_ky_tu
d9, thủ đức, hồ chí minh	4:duoi_32_ky_tu
đường trần thủ độ phường hòa xuân - cẩm lệ - đà nẵng	1:gach_noi_giua_cap
mai dịch, hà nội	4:duoi_32_ky_tu
phan ba phien tân bình	0:thieu_dau_sai_chinh_ta[phien] | 4:duoi_32_ky_tu
đường hùng vương - hải châu - đà nẵng	1:gach_noi_giua_cap
đường ngọc hồi - hoàng mai - hà nội	1:gach_noi_giua_cap
khu dân cư thanh trúc	4:duoi_32_ky_tu
dự án vinafor plaza - 48 vạn phúc, hà đông, hà nội	1:gach_noi_giua_cap
nguyễn cơ thạch	4:duoi_32_ky_tu
đường yên phúc, hà nội	4:duoi_32_ky_tu
111 - Đường Lũy Bán Bích - Tân Phú - Hồ Chí Minh	1:gach_noi_giua_cap
đường quốc lộ 1k - thủ đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
chu văn an bá đình	4:duoi_32_ky_tu
Dự án N05 Trần Duy Hưng Cầu Giấy - Hà Nội	1:gach_noi_giua_cap
đường vọng hà - phường chương dương độ	1:gach_noi_giua_cap
ngõ 117 thái hà	4:duoi_32_ky_tu
lưu khai hồng, hồ chí minh	4:duoi_32_ky_tu
thôn 10 - thiên hương - hải phòng	1:gach_noi_giua_cap
44 đường nguyễn du, đà nẵng	4:duoi_32_ky_tu
Southern Dragon - Đường Âu Cơ - Tân Thành - Tân Phú - Hồ Chí Minh	1:gach_noi_giua_cap
